age_yrs,fit,mean,sd,median,median_abs_dev,2.5%,97.5%
0,4.604508880324415,4.586823751999401,0.04303220202342952,4.58977893736899,0.04005014180657298,4.493370783968276,4.663256670484414
0.04246575342465753,4.971841019489369,4.954375592321001,0.04163720459069936,4.957797852021385,0.03802196728741947,4.862800512406109,5.0250788335186085
0.08493150684931507,5.3114688671221995,5.294077558336475,0.045192486779788654,5.299534097867035,0.03835988549171337,5.189142870471019,5.365944130486147
0.1232876712328767,5.5961583058188245,5.578778576498288,0.04972882900933036,5.586359635182767,0.040615355549281175,5.456698951982638,5.6530831925005804
0.16164383561643836,5.861381455129184,5.843995298115835,0.053427930132459465,5.852798088688031,0.043503720072677846,5.713240358695132,5.922023155655143
0.20410958904109588,6.133919917077982,6.116465540140698,0.05723757169111772,6.127505426571119,0.04627037957326635,5.976218532045557,6.197728651761266
0.2465753424657534,6.385903452848225,6.368369938104982,0.05992186762548723,6.380197290135557,0.04844396409612738,6.221211556577832,6.452844214725146
0.2876712328767123,6.61164854303326,6.594046325446565,0.060742059189650394,6.605666080009771,0.049944130364523984,6.441815368216322,6.681815135092662
0.3287671232876712,6.820896510038214,6.803206147018592,0.06178816873140234,6.814171381602996,0.051192191844105166,6.656404062857698,6.890440624380209
0.37123287671232874,7.021068081164195,7.003292218069368,0.06108906537427055,7.014519424411459,0.05019595461163639,6.851408673625095,7.091957037719089
0.4136986301369863,7.206142657032632,7.1882745198837,0.06098337515512108,7.199038861668247,0.04984727240528921,7.039489362543305,7.277120263930815
0.4547945205479452,7.371945857994426,7.354046775756491,0.05868700504582616,7.363669011784005,0.04827643524553252,7.2104422899759655,7.442433496244523
0.4958904109589041,7.525632401944204,7.50770570380989,0.05700723975567802,7.516050943460925,0.04645604212910657,7.371508316122459,7.5950361226544665
0.5383561643835616,7.67265259718759,7.654770489809642,0.054520272038736065,7.661635078390855,0.04581561066969459,7.524011782764549,7.7409148705397435
0.5808219178082191,7.808584488643041,7.790759983175866,0.05244922905635257,7.7962584585879355,0.04411499344997364,7.668573136765414,7.875804587730806
0.6232876712328768,7.934264359249035,7.91645438362604,0.05065707850581336,7.920522990649984,0.0443883765011251,7.803624077358981,8.001737528590121
0.6657534246575343,8.05046541925353,8.03281554930495,0.0488863842095726,8.036000754436165,0.045148200468305984,7.927458457871799,8.118485823563136
0.7068493150684931,8.15456673956451,8.137016310307464,0.04812147968546057,8.13974172663223,0.04432232673255094,8.036803179286856,8.222981701448761
0.7479452054794521,8.251060486647775,8.23363295453347,0.048151488399104256,8.236041868250913,0.04447759614224075,8.132317119488802,8.319875593657285
0.7904109589041096,8.343368695104747,8.326198913929089,0.04859053913538478,8.328956310441905,0.04564934022694283,8.222132304406582,8.41467689126424
0.8328767123287671,8.428714992949395,8.411778202200168,0.04973877483858364,8.414015416228409,0.0471383102159211,8.306942978634272,8.50273579442769
0.873972602739726,8.50517438401638,8.488342955612207,0.05130496757223933,8.490877339909328,0.049146597286087765,8.38019823968434,8.582485095803875
0.915068493150685,8.57604623388071,8.559562498861647,0.05418090269028567,8.562866508322307,0.051045713991765225,8.441331570236345,8.658181765473682
0.9575342465753425,8.643843927397187,8.627610530791186,0.057381425998767166,8.631241951575777,0.053998133744643906,8.502874433398597,8.728896489116517
1,8.706528300117242,8.69061574161621,0.06110787180172822,8.695400276710734,0.05710725892190861,8.55323193406589,8.797268515046632
